review_id,Review Text,in_round2,Rating,pred_label,pred_conf,split_hint
19,"I got this dress in the mail, and while i loved the concept of it, it really is too boxy. the tie is very superficial and does not really nip you in at the waist, it is more so for show. it is fully lined which was interesting, and to me, made the dress seem boxier. the quality is good, but i am an hourglass and this was completely unflattering. i would have had to size up to make it look like the model shot, but it would have still been a shapeless dress, just bigger. it does fit true to size,",True,3,neutral,0.59539086,
20,"So i was super excited to get this skirt, unfortunately it's not what i thought it would be. the color is much different then what pictured, it has bronze threading and the black on the picture is more gray in real life. the material isn't so great easier, i thought it would be thicker but instead it's pretty thin and wrinkles easy. the design is very cute and it is a flattering shape but the material is just too poor for me to give this a good rating. i wouldn't say it's itchy like the other re",False,3,neutral,0.5938559,
21,"This is a beautiful and well-made top; sadly it just didn't work for me. i'm 5'1 with a pretty short waist and even on me it was too short. the shortness might've worked if it wasn't as baggy as it was. i don't mind baggy, loose-fitting tops, but this was so much so that it was just unflattering; it looked a bit boxy as well.",False,3,neutral,0.70327014,
22,"I tried this on in a different retailer a couple of weeks ago... ....tried on a different one last night..same size and it looked baggy, sleeves way too long, etc.  let me add that i am usually a xs/s petite but some regular extra smalls will work also.  this was a xs reg.  even the sa could see that one looked like it fit smaller ( i showed her the photo in my phone) while this one swallowed me.  bottom line, you will need to try this one on as the sizes seem to vary.",False,3,neutral,0.69501257,
23,"I ordered the red version--it is incredibly cute, soft, vibrant, and a flattering a-line. however, this dress is sized oddly, running at least one or two sizes too small, particularly at the waistband. i ordered my usual size and one size up, and even the larger size was too snug in the waist.  yet at the same time, i had some gaping at the straps, and i have a full bust. even worse is the *impossible* side-zipper that is a workout to get past the seam at the waistband. trying to wrestle the zip",False,3,neutral,0.5220434,
24,"This is an oversized tee with a somewhat flattering fit. material is very thin. i ordered white, which was completely see-through. not at all what i was expecting. might work better in a darker color, but i returned it since it was nothing special.",True,3,neutral,0.6090946,
25,"Based on other reviews that this top ran large, i ordered this online in two sizes. both seemed to fit alright in my chest (although the chest fit tighter in the smaller size), and both were much too big on the bottom. the front bottom of this shirt has a series of pleats, so the bottom of this top really, really, really flared out away from my hips. the length seemed fine on me (5'10""). the material is very thin, and i could see my nude bra through the white pattern.",False,3,neutral,0.6858014,
26,"I was really excited to receive this caftan, but it looked very strange on my body. i have small shoulders and the xs was still very big on me. there's also a seam along the sides that made me look boxy. the quality is really great, but i thought that the color seemed a tad bit darker/muted than pictured.",False,3,neutral,0.6978823,
27,"Overall a very nice and unique dress. it does have too much going on, but can be worn in a versatile way, and if you are small chested, without a bra. i am not a big fan of the material, i wish it was softer. it definitely has a gypsie/bohemian look if that is what you are looking for!",False,3,positive,0.99404055,
28,"I always have to try on tops of retailer. i know this, and yet i ordered a top through the website anyway. i don't think i'll do it again. the drape of the top seen in the pictures did not translate in real life because the top scratched up pretty quickly. ironically, when i washed it (according to directions) it also shrunk quite a bit.",False,3,neutral,0.531667,
29,Good structure and quality; a bit large and wish i had ordered something a bit brighter! (i ordered the white tee.),True,3,positive,0.56559324,
30,"So, this is just the most lovely romper. beautifully made, flowey. very comfortable, until you have to take it off.
this is the review i posted on facebook. 
so, no man i know has ever ever ever experienced the abject terror, or maybe has not shared with me, that moment when you cannot get out of, because it has turned into a straight jacket, that otherwise cute romper. and again, maybe a man invented it!",True,3,positive,0.7378081,
31,"This was very tight in the bust in my typical size. it fit more or less everywhere else, but the material has no give. so unless you are the precise measurements of the dress, this will be a hard dress to wear.
the color is really lovely though!",False,3,neutral,0.76394594,
32,"The fabric is really itchy, i felt like i was wearing a carpet, and it reminded me of the 70's fabric crimplene. this will not be comfy in humid weather. the top also had a strange synthetic odor.it was returned.",False,3,negative,0.86853844,
33,"I was excited to receive this dress because it seemed like a beautiful, breezy dress for summer. unfortunately i didn't find the fit to be very flattering. as two other reviewers mentioned there is too much fabric creating an odd bunching especially at the back waistline. i also found the dress to be a little tight across the bustline, upper arms and shoulders. the bunching can be improved by pulling the fabric of the dress forward in the front but this creates more of a plunging neckline than i",False,3,neutral,0.74636126,
34,"I ordered this dress and have sent it back. i think it could be a flattering dress; the waist hit quite a bit above my natural waist which made the entire thing fit weirdly. i am very long waisted, so this might just be a problem for me. i ordered regular size 2.",False,3,neutral,0.7089521,
35,"I wish i could keep this dress based on the pretty orange print and style but the fabric and details make this a return, even on sale price :( agree with previous reviews: bodice too tight, neckline too high/chokes, fabric is rough, outer is poorly attached to liner so it poofs in weird areas. too bad...so sad!",False,3,neutral,0.70811844,
36,"While the dress is pretty, it's a lot more boring than it seems online. the box top is actually a completely separate piece, which is kind of neat - you can choose to remove it or not. the box top is very wide (much wider than on the model) and very unflattering! also, the dress is a stiff silk fabric and doesn't flow like you would think it would. returning it!",False,3,negative,0.8356817,
37,"Loved the look, quality was great, but didn't work for me. too busy and off-fitting. i did return.",False,3,neutral,0.6933384,
38,"Cute sweater, i really like the grey color. unfortunately, it was boxy and a little short on me. almost worth keeping, but even with a t-shirt underneath, i wanted to scratch my skin off. it's very itchy. mine is going back.",True,3,neutral,0.7218377,
39,"I ordered this top in red. gorgeous color and detail, however just wasn't flattering on my more curvy shape. felt like it looked like a maternity top.",False,3,neutral,0.50154585,
40,"Not good for for an hourglass shape. lots and lots of pretty fabric, but the waist hits just where the hips widen--very bohemian (just no good for a figure 8). the sizing is generous. with both elastic and a zipper, there's room to go small if between sizes, be aware: the plunge at the front is wide and dramatic. i dropped the hangar in the dressing room and had to clutch fabric close to my reasonably-modest c-cup so as not to spill out. would perhaps work on a very narrow person who's completel",False,3,neutral,0.7625307,
41,"I tried on the grey version in store, and it was significantly longer than pictured. the back came down to just below my knee, which looked awkward with the split sides. i am 5'4"" and this was a regular (not petite) size. however, the overall quality of the fabric was good and it seemed durable.",False,3,neutral,0.7634315,
42,"Really wanted to love this top but it was too boxy for me! really pretty deep wine colors and a great plaid, but overall it did not give me any shape and it was returned,",False,3,neutral,0.7153444,
43,"I ordered this in both the white and navy colors - navy being what looks like an ivory background with navy spots. when i received the blouse, the background on the navy is actually a light grey/beige color that makes the whole top look kind of dingy. when ordering the navy version, be aware that the product images don't show the true background color on the top!",False,3,neutral,0.49733245,
44,"This shirt looks nice on the model, but it felt stiff and unflattering on me. i am 5'5"", 135lbs, 34c, and the size 4 fit overall. i just didn't happen to like it on me.",False,3,neutral,0.58623487,
45,"This sweater was unflattering me, very boxy and did not fall on me like the model. soft fabric and looks nice off, however this one went back.",True,3,negative,0.55745476,
46,"I'm so disappointed with the fit of this top. it is extremely short, even for my 5'2 frame. sizing up will not fix the length. too bad, because the shirt is cute.",False,3,negative,0.80996066,
47,Tried small and medium and both were quite tight on the bottom. top is perfect. will return the bottoms and try the large.,False,3,positive,0.5341806,
48,"Note: if you have a large chest, the seams hit in an unflattering spot. nice shirt, just not great for the price.",False,3,neutral,0.7824343,
49,"I received this yesterday and the fit for me is so strange...to tight in the bust and the arms were to big for me..i am so bummed...the arms do not stay on my shoulders. i have many tops but maeve and they fit me well..this is the first one i have to return. this top is made well and i do recommend, but it should be tried on before purchasing as it is pricey if it does not fit you!",False,3,neutral,0.7149277,
50,Beautiful victorian look blouse. runs large and overly blousy on me.,False,3,neutral,0.6398274,
51,I love the back detail but doesn't feel that comfortable on. i bought in green. it's fitted so get size larger if you plan to layer up. i'm 107 and bought xs size. i should have ordered the s.,False,3,neutral,0.6330362,
52,"Thought this looked so cute, especially for averting frame. it arrived and was too large, the fabric felt super cheap, and the lace detail on the shoulders was very prominent.... and not in a good way. returned.",False,3,negative,0.82370543,
53,"Purchased this sweater as a gift for my daughter and when i saw it wanted one for myself. it is a light to medium weight and works well with jeans or for work. the sweater is shaped smaller at bottom and is flattering. the one problem was that when you raise your arms, the sweater also rises to expose your torso. it was returned.",False,3,neutral,0.6457441,
54,"Ordered this vest in both the xs and pxs. i liked the length and overall fit of the xs, however, i ended up returning both due to how the vest draped. the outer fabric is a bit more stiff which made the vest balloon out more then what i liked. overall, it?s not a terrible vest but just not for me.",False,3,neutral,0.7266222,
55,Beautiful sweater coat! love that is easy to pop on & head out. i did have to go to a seamstress and have the button moved as it was to large and boxy around my waist area.,True,3,positive,0.9968581,
56,"The fabric is so soft, but it was too roomy in the top and miid-section so it didn't flatter my body.",True,3,neutral,0.55149823,
57,Cute dress to throw on and go. fits pretty true to size except for the slip underneath. it's a little tight and i felt to short for the dress. i ended up wearing a full slip i had under it and that work great!,False,3,positive,0.99244446,
58,"This is a very cute dress. it was perfect before i washed it. the problems i had after washing it was the outer cotton layer of the dress shrunk length wise while the inside black lining did not, so the black lining peeks out a good inch or two. and since the dress is shorter i can't really wear it without using biker shorts, especially for the back of the dress since it's shorter there and if i bent over you could see everything. i'm so disappointed in the quality because it is a very cute, ver",False,3,neutral,0.707316,
59,"I love the style, but it didn't work for me. i ordered the r size. they were way too too long. i generally wear size 26, and the r length works with most retailer pants. with this particular pant, i could barely pull up the zipper. i'm not sure what happened bc i haven't gained any additional weight. i am 5'2, and 110 lbs. unfortunately, i had to return the pants. i think the design is for supermodels. maybe a petite size would have worked? the p was out of stock. good luck!",False,3,neutral,0.5099188,
60,"This shirt fit really really big! i ordered an xl but think i could get away with a l, if not a medium. sadly, it's going back :( otherwise, it's high quality and a beautiful design.",True,3,negative,0.5072045,
61,"I just received these jeans and the fit it good. but they smell like moth balls and i have washed them twice already. i hope it will go away, otherwise i wasted $100.",False,3,neutral,0.6936287,
62,"I ordered this sweater in a medium with high hopes. i'm 5'8"" and slender, but with a 36' bust, and the medium was too loose and long (sleeves fell past my wrists). i would exchange this for a small for a better fit, but the color is not the white or cream color i was expecting. the color of this sweat is more of an oatmeal - not flattering on a far-skinned blonde. i think the color would look fantastic on someone with dark hair (as it does on the girl in the photo). the texture is great and i re",False,3,neutral,0.7161504,
63,"I ordered this sweater in xxsp and the sweater is still very large on me. it is definitely a sweater that is supposed to hang off of your shoulders, however, i'm finding that it wants to fall all the way off of me. the quality is nice. it is medium in weight. it has a cottony feeling, but it not super soft. it looks way better on the model shown than in person to me. i wanted to love it, but i only just like it. i think others will like this if you are looking for a fun, loose look in a sweater.",False,3,neutral,0.76595336,
64,"I do think this blazer is comfortable and looks decently cute, but wasn't sure about the fabric. hte coloring is fun too. i decided to pass on it only because of the previous review regarding shedding.",False,3,positive,0.8011263,
65,"I ordered this quite nice cardigan. i received the sweater promptly (yay fast shipping!) but never received the belt to it. i tried emailing about it, but didn't get a response. the sweater really is the softest thing ever but it will not close without the belt and trying to use a different belt just doesn't work. i hope to receive the belt soon, because i'd really like to wear this a lot this winter.",True,3,neutral,0.7843864,
66,"While this top is pretty, it's very unflattering. it just looks so boxy on me that it makes me look heavier. too bad, because i really wanted to like it.",True,3,negative,0.69840527,
67,"These weren't what i expected, but i kind of really like them. they have a very high rise, and so they end up being high waisted. the fabric is stretchy so they are extremely comfortable. however, the fabric is very stretchy, and i'm not sure i can wear them to work. but they're a little fancy for the weekend. the color is more of a washed out coal than pure black. all things i can work with, but they are a little different than i imagined. they are quite long -- i'm 5'8 and will likely have to",True,3,positive,0.6936858,
68,"I wanted to love this dress. i am not comfortable wearing dresses much above the knee and i liked the length and the way this looks on the model. however, in person this dress is cut like a sack. it is not tapered at all in the waist and there is just too much fabric when you cinch the belt, at least on me. it was oddly shapeless, even with the belt. it seemed a size too large. i ordered the xxsp. for reference i am 5'1"" and 107 lbs. i ordered the neutral dress and i really like the fabric and c",True,3,neutral,0.5994215,
69,"The arm slits are actually subtle, and don't gape open. the chiffon type pleats are lovely, but the cotton material they overlay appears cheap and isn't dressy enough for my work.",True,3,neutral,0.7885081,
70,The idea of this dress is lovely. the fabric is pleasing to the touch. the print manages to be eye catching but understated. i don't know my exact measurements but i typically wear an extra small and i rarely have fit issues with off the rack clothing. i read the other reviews about the odd fit but decided to take a chance. i ordered an extra small in this dress and the bottom half fits perfectly. the top fits poorly. i have a fairly athletic build but it is a bit too large for my shoulders. how,False,3,neutral,0.7699723,
71,"I love the design of this and the pattern! it's comfy but a bit too much side boob for actually swimming. i like a bit more coverage, the front has great coverage but on the side... whoa!!!",False,3,positive,0.5141755,
72,"I fell in love instantly...but...upon looking in the mirror, it is 100 percent see through. at least the black is... i love it enough that i am going to try to put a cami underneath. however, that mayn't work. the shirt is lovely in and of itself, but at 48, i don't need a see through shirt. it is also defiantly about a size larger that expected. so size down. almost so good!",False,3,neutral,0.68187696,
73,"Another shirt i really wanted to love. i adore green but so few tops are made in this color. (please make more!!) however, this shirt didn't work for me. i think it's a matter of where your curves live. the shirt was true to size, but my boobs meant i was showing more cleavage than the model, and the top part felt more like a bib than embroidery. sad coz it is lovely and feels lovely on. probably a great shirt for different body types. would love to see more green clothing....",False,3,neutral,0.7758492,
74,I had to call so many stores to track this shirt down and in the end it wasn't worth it. i got an xs and it was quite baggy. i never buy petite shirts because i feel like they are too short but in this case i think the shirt would have been perfect in whatever the smallest petite size is. for someone who's bigger i'd definitely check this shirt out.,False,3,neutral,0.74970114,
75,"I ordered this dress online in order to get a petite size and am very disappointed. as other reviewers have mentioned, the fabric overlay is very different in person than it appears in the online pictures. the dress is much more casual and looks cheaply made in person. 
as for sizing, i ordered the 2p based on other reviewers' comments about it running small. the 2p fit me fine, although it was very fitted in the chest and i am very small chested #32b#. i can definitely see that being an issue",True,3,neutral,0.7303417,
76,"Love the fabric and it seemed warmed. but as other reviewers mentioned, the neckline was awkward.",True,3,neutral,0.68133706,
77,"Not in love with this one. the fabric is thin and seems cheap... it seems overpriced even on sale. and it runs a bit small along the bust. i could maybe get away with it without a bra, but after 3 kids, braless isn't my best look. and i don't think the print is a pretty in person as it is online - can't quite put my finger on why... maybe a little darker in person. that said, the fit is flattering. the cinched waist is lovely, and the skirt is nice and flowy. even so, this one is going back.",False,3,neutral,0.81377316,
78,"Was not flattering on my body - i have a fuller figure, and this just made me look like i was pregnant.",True,3,negative,0.71326184,
79,There is no possible bra to wear with this top. after one washing the neck felt funky. the pink color is very light. it's long enough for leggings. my shirt is a high hemline on one side than the other. i'll wear it but wish the neck wasn't so funky.,True,3,neutral,0.7058364,
80,This cardigan is very cute in the picture and i really wanted to love it but it just didn't seem worth the price. the material is kind of itchy to me and i wasn't a huge fan of the wide edges in the front. the colour is very nice and feminine.,False,3,neutral,0.63819903,
81,"This shirt arrived today, and i was surprised how short it is. not a tunic at all. i wonder if the lengths on these vary, and if i order it again, it would be a different length. i ordered my normal size, xs petite. i'm 5-2"", so this should have been a tunic on me. perhaps if i see this shirt in the store, i'll try on the regular length. i'm returning the petite!",False,3,neutral,0.50530434,
82,"I love the style and the look of this sweater. i wanted to love it and keep it but could not because the itchiness was too much. the style looks so comfortable and easy going, but it was not, it was clingy around the waist and backside. for reference, i am 5ft 4in and 128b and i ordered the small - the sleeves were too long on me, not ""cool"" long like some other sweaters this season.",True,3,neutral,0.69735134,
83,"This top is really cute online, but that's about it.  it runs large, but even if i sized down the ruffles were a bit much and the top was a little boxy surprisingly.",False,3,neutral,0.61419797,
84,"I love pilcros and tried everything to get these to work. one size down, two sizes down, no matter what, they just don't look right. the droopy look didn't work for me.",True,3,neutral,0.70841706,
85,"I had been eyeing this top for a while so i was so happy to see it go on sale! i was so excited that i went to my local retailer to try to purchase it right away. unfortunately this top did not fit me right. on the model it looks adorable, on me it was frumpy & ugly. the petite is sold out so i tried a regular medium (i'm usually in-between a medium & a large) & it fit me big & just didn't do anything to my figure. i agree with the other reviewers that the bow was too thin & flimsy & needed to be",False,3,neutral,0.6796387,
86,This t-shirt is uniquely designed and it fit well. unfortunately within an hour it shed all over. i had white fuz all over my arms and pants. i was very disappointed.,True,3,negative,0.66363394,
87,"This was my absolute favorite top before it transferred dye onto the driver's seat in my car. >:-( there is nothing in the language of the care tag which advises to wash before wearing because of the possibility of dye transfer to other surfaces. the care instructions say that is is washable with like colors and, in fact, recommends dry cleaning. really? and dry cleaning will remove all of that excess dye? don't think so. after i discovered the dye transfer on my car seat, i washed the top in a",False,3,neutral,0.38556513,
88,"First, let me start out by giving a reference. i am 5'1"", 138lbs, 34dd, 30, 38. i usually take a size 8 in maeve, esp if there is no give. i bought a regular size 6. 

first the good: the design. it is classy. it will keep boobies (the ones of the larger side) in place. this is amazing as there isnt really a way to wear a bra with with dress. it is slimming and i have hips. 

the bad: surprisingly, the fabric gets dirty super easy. i have no idea why everything clings to it. i got my dress f",False,3,neutral,0.53164077,
89,"Ok so this top is as cute in person as it is online. runs very small as theres no stretch or give in fabric. i normally wear 12 and i couldnt even halfway get this on lol. i may consider a 14-16 but the stores didnt have this yet to try on. the ladies at the counter were crushing on this top though!
if you can find your fit this top is great for layering!",False,3,neutral,0.7680229,
90,"I'm 5'8"" and 130 and this made me look huge. it was a small but too billowy. it is pretty, nice fabric and well made but i returned.",False,3,neutral,0.5294025,
91,"Love this, but the one thing that made me buy this is that if you look at the pic, the girl has her hand in a pocket - there is no pocket!!! which makes me bring the rating down - some one else had noted that the v is deep - they are very right - be prepared to shift the shirt lots unless you wear something under....... it is- other than that i really like it",False,3,positive,0.94863963,
92,"I actually love this dress.  the colors on the dark gray are mesmerizing.  the design of the placket adds a special touch to the look.  my issue is the way it looks on my body--not flattering.  i already have a squarish apple (squarple?!) body and the cut emphasizes this more.  i was hoping the fabric would hang on me the same way the ivory dress on the curly haired model does, so i sized up.  all this did was make me look wider, especially at the shoulders.  the drawstring at the elastic makes",False,3,neutral,0.8034089,
93,"Its just ok. the bodice is fitted and this dress runs tts. it does have a little more poof on the skirt part of the dress than it looks on the model. at this point in my life when i buy a dress i have to say right away ""i love it"" and i just didn't. my husband looked and said it is just a ""blah"" color on me. so that maybe part of it. the fabric is nice, doesn't seem inexpensive and the lining is soft and falls nicely underneath the lace. i am 5'("" and the dress does fall exactly as it is shown o",True,3,positive,0.5999016,
94,"I tried this sweater on in the store. i love the design and was hoping it would look as good on me as it does on the model. first off i should point out that the navy color in the featured photo looks much lighter than the sweater does in person. some of the photos accurately represent how dark the blue is (it almost looks black) but the featured photo shows it more like a medium navy. secondly, anyone looking to purchase should know it is very warm. if you are buying to wear mostly indoors you",False,3,neutral,0.62827665,
95,The material looked much nicer in the online picture. also- there are pockets which added a bulk to it that was not flattering on me.,True,3,negative,0.6898081,
96,"I really like the look of these socks, and have become obsessed we over-the-knee socks for winter this year. they are very tick which is nice for keeping warm and for durability for a long lasting product. my only complaint is that they are very difficult to get over the knee. this can be a great thing, because they certainly do stay put-which is a huge problem with over-the-knee socks. however, by the end of the day i was pretty sure i was going to lose a leg from poor circulation.

i am still",False,3,positive,0.66560817,
97,"This top is for someone flat chested and skinny. i really like the styling, color, fabric and everything except that it's not for my body type. i am a 36dd and have a little bit of a stomach... so it makes me look fat from the sides.
the pictures taken on the model are from the front and back - but i will bet she would still look good in it from the sides! will be returning it.",False,3,neutral,0.7244728,
98,"Like a previous reviewer mentioned the jeans do not necessarily look like the one in the photo. i first ordered them in my regular size and also had to notice that they are cut like men's jeans with legs so skinny that i could only force them over my calves. the embroiding is beautiful, but it also stops the material from stretching, so the the super skinny legs are a real problem. also, they are not as intensely stone washed as shown in the picture. i decided to order them again one size bigger",False,3,neutral,0.64639,
99,I bought this in black. it's a great long length. i have long arms so the sleeve length is great. it's really soft. only issue is seems to sag a little in the middle instead of being flowy. overall a good tunic.,False,3,positive,0.99112636,
100,"I really was looking forward to this piece but unfortunately it was too small to even pass through my head nevertheless i couldn't even get both arms in. i got a size small and probably needed a large; but as far as the quality and color, it's really pretty! just go up a size or two if anything and try it out.",False,3,positive,0.49811605,
101,"I couldn't wait to get this dress from the online order. the fabric looked so interesting to me - linen, appliquã©, pockets, raw neckline. the dress looks sort of straight up and down on the model but in my opinion it's like a little a line tent. the top runs very narrow and i could barely get it over my head. i'm going to return it and try for a medium, for reference i am 5'4""  135 and usually wear a six or a small.",False,3,neutral,0.7388296,
102,"I had been eyeing this top for weeks. it's look so beautiful on the model, however, not great on me. material is fab. the tee is way shorter than it appears online and there is too much flutter material.",False,3,neutral,0.7942604,
103,"Wow was this top huge on me! i am usually a large, but lean towards xl when things don't have stretch. i sized up out of fear that my bust couldn't squeeze into a large (36dd) and i didn't want the buttons in the back to gape. when i took this out of the package (i purchased the blue) i knew right away it was way too big. looked like it could fit my husband. the sides poofed out so far, i looked ridiculous (if you look at the photos, the model is trying very hard to control the poofiness with he",False,3,neutral,0.47840393,
104,"I usually wear an 8, which wasn't available, and sized up to the 10 which fit just fine as there is no stretch and it's a set-in waist band. the fabric is pretty, the skirt is fully lined, the length is not too short, and the only thing i don't like is the big bronzey toothed zipper - it looks ok on the beige version, but on the black it stands out.

it's perfect for summer but i could also see wearing the black version during holidays.",True,3,positive,0.99375534,
105,"For my body type, this top looked ridiculous! i am small-busted and thinnish on top. this seemingly very pretty top look like a big rectangle on me. very unflattering. hard to tell if it was true-to-size because it hung so wide. i think for a gal with more substantial upper body (i.e., boobs) this would work better.",False,3,negative,0.87609303,
106,"I was so excited to try this on--but this was a big nope for me unfortunately. i ordered both an xs and s (i normally wear a s), both hung horribly on me, they were just too big. i love a boxy, oversized silhouette but this sadly didn't flatter me in the least.",False,3,neutral,0.68481886,
107,"Just got this in the mail yesterday and i want so badly to love it but it's just a little too big and boxy. i'm 5'5"", 125lbs and ordered a small but i really wish i'd ordered the xs. not sure if i'll exchange or just return. seems high quality and the pattern is gorgeous. it's basically exactly what i'm looking for until i actually put it on and then it just kind of looks like i'm wearing my grandpa's old sweater.",False,3,neutral,0.7599197,
108,"These are so cute and the colors are great, however, they stretch out about 2 sizes. they fit me perfectly and i sized down and they stretched out about a size 1/2 to 2 sizes too big. i'm bummed out because they are perfect in every other way. didn't think they would stretch out as much as they did. and they look awful once
they've stretched out. wish i didn't take the tags off or i would have returned them. size down at
least one size, i could have sized down two sizes. hoping they shrink lik",False,3,neutral,0.51357263,
109,"I found both colors and jumped on this shirt. then i got it home and realized that it was pretty much useless. there is no way to put a sweater or jacket over it, it is too hot to wear in the summer, putting a tee under ruins the look.
i am very flat chested so it hung well, but there is lots of shirt. both went back in exchange for two wearable items.",False,3,neutral,0.5584836,
110,I was very excited about this dress but when it came i saw it had too much going on. it either needs the ruffle taken away ( my first choice) or the halter part taken away. in the end i think it needs to go back.,False,3,neutral,0.6719272,
111,I'm normally a 10/12 and ordered the m/l. the body was a little big but ok. the arms are really wide. there are snaps to make them tighter but it doesn't do much. i do like the embroidery. it's an ok jacket but the fit could have been better.,False,3,neutral,0.6584216,
112,"Really liked this dress, but it ran too big for me.",False,3,neutral,0.69553727,
113,"5'7"", 34c, 28 jeans, size 4 dress. fell in love with the pattern in particular, knowing the design might not work best for my body. ordered the size small - it was not unflattering - but it did nothing for my body type. if anything, the excess fabric made me appear wider and made my waist non-existent. the trouble was that the skirt portion has the elastic band starting high - approximately right under your chest - almost like an empire waist (this is hidden by the flap of material hanging over",False,3,negative,0.5461355,
114,I wanted to love this sweater but the fit is off slightly. i ordered my regular size xs and the chest/shoulder area fits nice but the waist comes very tight and not flattering to wear unless style similar to the model with a tucked in look. nice color and decent quality fabric but not my favorite fit. going back to the store.,False,3,negative,0.5411892,
115,Loved the pattern and colors of this dress. the material was extremely heavy. the shoulders and across the back was very small so that i couldn't lift my arms or put them out straight in front of me. but then the rest of the dress was huge and shapeless. sadly i had to return it.,True,3,negative,0.47039095,
