row_index,textual_label,pred_conf
3239,positive,0.9767978
3251,neutral,0.6707994
3255,positive,0.49841797
3257,neutral,0.65230143
3264,neutral,0.53635067
3265,neutral,0.6210947
3266,negative,0.6122705
3275,neutral,0.6022526
3276,neutral,0.7266735
3279,neutral,0.6758522
3285,neutral,0.64143443
3311,neutral,0.5630545
3318,negative,0.5019918
3330,negative,0.82027483
3331,neutral,0.6476034
3342,neutral,0.69615406
3364,neutral,0.76195246
3366,negative,0.79796624
3379,positive,0.5767953
3383,negative,0.5116836
3386,neutral,0.77043235
3388,negative,0.5141685
3393,neutral,0.6750268
3397,neutral,0.69681877
3400,neutral,0.7000305
3411,neutral,0.6457441
3415,positive,0.9923167
3423,neutral,0.6919184
3427,neutral,0.69553727
3433,positive,0.99329174
3452,neutral,0.7913366
3481,negative,0.5692222
3487,neutral,0.5548082
3510,neutral,0.573675
3516,negative,0.5820319
3523,negative,0.50981414
3561,neutral,0.7100641
3563,neutral,0.77783716
3567,positive,0.97947854
3568,negative,0.6075211
3572,neutral,0.64457494
3575,neutral,0.5614159
3577,positive,0.76099914
3578,neutral,0.7406726
3579,negative,0.63843614
3600,neutral,0.7089521
3603,negative,0.6021345
3616,neutral,0.77327645
3623,neutral,0.67416084
3627,neutral,0.66607374
3644,neutral,0.6403888
3647,neutral,0.5179367
3652,neutral,0.76363313
3653,neutral,0.6163456
3654,neutral,0.66950923
3655,neutral,0.67968625
3656,negative,0.49443924
3662,positive,0.6404511
3678,neutral,0.7206475
3679,neutral,0.5241017
3684,neutral,0.6745679
3686,positive,0.82688797
3704,neutral,0.62581134
3713,positive,0.54677856
3719,negative,0.6022377
3730,neutral,0.71442354
3734,neutral,0.74612916
3753,positive,0.6775141
3755,negative,0.584627
3757,neutral,0.5918254
3759,neutral,0.7781685
3785,neutral,0.7495409
3802,neutral,0.619685
3807,neutral,0.5574597
3826,neutral,0.795637
3829,neutral,0.6347718
3831,neutral,0.5128053
3843,neutral,0.782917
3858,neutral,0.6507095
3866,neutral,0.7885081
3870,neutral,0.806885
3871,neutral,0.7843864
3878,neutral,0.62380165
3882,neutral,0.73615485
3892,neutral,0.7743496
3893,neutral,0.4833083
3901,neutral,0.6094885
3918,neutral,0.55740553
3921,positive,0.9771649
3922,neutral,0.70806885
3924,neutral,0.7116796
3933,neutral,0.7746017
3939,positive,0.85206664
3947,neutral,0.5855343
3950,neutral,0.55027556
3952,neutral,0.6337801
3975,neutral,0.5257729
3976,neutral,0.80813515
3980,negative,0.5768922
3981,neutral,0.7765327
3991,neutral,0.7332981
3992,neutral,0.7199868
4004,neutral,0.53938794
4025,neutral,0.49907464
4026,neutral,0.579734
4035,negative,0.7823849
4041,neutral,0.6671269
4046,neutral,0.67632437
4051,negative,0.7874809
4065,neutral,0.7634315
4068,neutral,0.6208505
4079,neutral,0.713959
4086,neutral,0.67987543
4087,neutral,0.72161394
4095,neutral,0.7596552
4099,neutral,0.671308
4101,neutral,0.75252837
4105,negative,0.70425695
4107,negative,0.5461355
4130,positive,0.9907857
4131,neutral,0.56164175
4151,neutral,0.6343768
4161,neutral,0.8167946
4174,neutral,0.55794644
4177,neutral,0.5808772
4230,positive,0.9849433
4239,neutral,0.7543703
4242,neutral,0.497038
4268,positive,0.97402227
4276,neutral,0.5220434
4279,negative,0.5492275
4282,neutral,0.6708334
4283,neutral,0.7260112
4286,neutral,0.69382614
4293,neutral,0.6056504
4295,negative,0.6129683
4304,neutral,0.72132593
4306,neutral,0.72950685
4312,neutral,0.6535895
4315,neutral,0.5253287
4316,neutral,0.74337184
4344,positive,0.89601386
4370,positive,0.85990524
4373,positive,0.90257686
4379,neutral,0.7029017
4388,neutral,0.7786953
4401,negative,0.59044844
4402,neutral,0.6435212
4407,negative,0.8924674
4419,neutral,0.68748105
4422,positive,0.5006722
4430,negative,0.5071416
4435,neutral,0.77473605
4436,neutral,0.6868763
4455,neutral,0.5970561
4457,neutral,0.71012676
4460,positive,0.807185
4461,neutral,0.6405448
4474,neutral,0.6565587
4487,positive,0.95583755
4490,negative,0.7477094
4492,neutral,0.6728641
4517,neutral,0.7794731
4521,neutral,0.7460581
4523,neutral,0.48456404
4528,positive,0.89323497
4539,negative,0.78733593
4548,neutral,0.64434284
4549,positive,0.9903377
4555,neutral,0.7592237
4574,negative,0.51799804
4583,positive,0.9924596
4584,positive,0.54154795
4612,neutral,0.55263937
4613,neutral,0.7837276
4618,neutral,0.7787385
4620,negative,0.49568394
4640,neutral,0.6933384
4642,neutral,0.54592144
4646,negative,0.5395162
4658,positive,0.9615303
4661,positive,0.9368725
4664,neutral,0.6234713
4668,neutral,0.6921382
4673,positive,0.8726696
4675,neutral,0.7356077
4686,neutral,0.76215494
4711,negative,0.75236297
4715,neutral,0.7653602
4718,neutral,0.57941675
4719,positive,0.4936796
4724,positive,0.95552623
4747,neutral,0.71643496
4755,neutral,0.7980706
4766,positive,0.8424376
4771,negative,0.48899287
4773,neutral,0.7997782
4791,neutral,0.648128
4819,neutral,0.52953124
4821,neutral,0.7443075
4832,neutral,0.6951984
4841,neutral,0.81478155
4844,negative,0.7797973
4848,neutral,0.58623487
4851,neutral,0.66553384
4874,neutral,0.63615054
4882,neutral,0.6533647
4890,positive,0.9772512
4895,neutral,0.73786247
4903,negative,0.54707766
4905,neutral,0.715866
4911,negative,0.7695442
4913,neutral,0.67162305
4925,negative,0.62238395
4932,neutral,0.5677356
4943,neutral,0.70054287
4945,neutral,0.75195026
4951,negative,0.68878776
4960,neutral,0.6509425
4969,positive,0.4711102
4972,neutral,0.38556513
4979,negative,0.63543874
5007,neutral,0.6516415
5008,neutral,0.6402046
5019,neutral,0.77201384
5025,negative,0.63903177
5027,negative,0.48609865
5037,negative,0.80382127
5046,neutral,0.69134325
5051,neutral,0.75193495
5052,neutral,0.7946442
5056,neutral,0.64295083
5059,neutral,0.7146715
5061,neutral,0.6219592
5077,positive,0.9884821
5085,negative,0.55801797
5088,negative,0.56447095
5107,neutral,0.5258529
5109,positive,0.48679754
5110,neutral,0.4748108
5118,neutral,0.62832
5150,neutral,0.8068625
5159,negative,0.7752859
5160,neutral,0.5299185
5165,negative,0.6961195
5184,neutral,0.6521496
5192,neutral,0.74271685
5196,neutral,0.6656232
5209,neutral,0.6248287
5220,positive,0.9396393
5231,neutral,0.753582
5233,negative,0.54179424
5234,neutral,0.7616338
5250,neutral,0.5648303
5260,neutral,0.6075155
5270,neutral,0.5420228
5302,neutral,0.4910288
5309,neutral,0.62534815
5317,positive,0.9907079
5321,positive,0.9958741
5322,neutral,0.75656474
5323,neutral,0.7734947
5331,neutral,0.66608447
5333,neutral,0.49177122
5345,neutral,0.80203986
5347,neutral,0.5598934
5349,negative,0.5767923
5351,neutral,0.6652762
5364,negative,0.6057945
5368,neutral,0.73063064
5381,neutral,0.6152138
5392,neutral,0.7581534
5410,positive,0.8248924
5414,neutral,0.61149406
5421,neutral,0.7273706
5422,neutral,0.5449816
5428,neutral,0.587422
5433,positive,0.98479664
5446,neutral,0.7194465
5448,neutral,0.49492374
5464,neutral,0.7651205
5472,neutral,0.7584972
5479,negative,0.7458636
5480,neutral,0.74636126
5486,neutral,0.7103427
5488,neutral,0.58751357
5492,neutral,0.56971747
5493,neutral,0.6780259
5494,neutral,0.5831457
5498,neutral,0.6608257
5501,negative,0.5428207
5508,negative,0.894192
5512,negative,0.6958723
5513,neutral,0.7056723
5515,positive,0.97155344
5533,neutral,0.627786
5537,neutral,0.76765186
5539,neutral,0.571593
5541,neutral,0.7725935
5545,neutral,0.61502004
5551,positive,0.9042196
5563,neutral,0.49629438
5565,negative,0.58616465
5570,negative,0.498268
5577,neutral,0.7698445
5579,neutral,0.6525801
5582,neutral,0.7782148
5587,neutral,0.7243331
5589,neutral,0.7607576
5594,neutral,0.79777324
5598,neutral,0.6998358
5599,positive,0.7247878
5600,positive,0.87549096
5601,neutral,0.50770515
5606,negative,0.5429121
5628,neutral,0.7473949
5633,neutral,0.6247421
5639,neutral,0.7679213
5642,negative,0.51062495
5664,neutral,0.73402756
5666,neutral,0.73464113
5669,neutral,0.565144
5673,neutral,0.69747573
5676,negative,0.6531067
5677,neutral,0.786146
5685,neutral,0.6368135
5690,neutral,0.6960772
5695,neutral,0.7699723
5696,neutral,0.57659763
5704,neutral,0.69185555
5708,neutral,0.72983193
5719,neutral,0.5447234
5728,neutral,0.6858014
5732,neutral,0.73692715
5755,neutral,0.6872161
5757,neutral,0.67833287
5762,neutral,0.7476414
5789,positive,0.56207585
5802,neutral,0.64605945
5820,neutral,0.7143707
5832,negative,0.73616207
5833,neutral,0.7019756
5835,neutral,0.7277928
5844,neutral,0.7731811
5846,neutral,0.76789236
5873,neutral,0.4932089
5889,neutral,0.70799
5895,neutral,0.57546186
5898,neutral,0.7496238
5902,neutral,0.5246652
5913,neutral,0.55094016
5917,neutral,0.6893413
5920,positive,0.7104012
5934,neutral,0.6696616
5959,neutral,0.75657034
5971,negative,0.68092006
5977,neutral,0.64614654
5987,neutral,0.71592814
5988,neutral,0.5593136
5990,neutral,0.764383
5996,neutral,0.7258046
6011,neutral,0.5894036
6019,neutral,0.77156985
6020,neutral,0.6943213
6024,positive,0.9913276
6032,neutral,0.4836204
6035,positive,0.73464906
6043,negative,0.8838837
6060,neutral,0.56539136
6065,negative,0.5820867
6072,positive,0.9654845
6077,neutral,0.5599235
6081,neutral,0.76835144
6087,neutral,0.7403838
6088,neutral,0.70585066
6090,neutral,0.5212043
6091,positive,0.9744708
6111,neutral,0.52645934
6127,positive,0.76624274
6129,negative,0.7844384
6155,neutral,0.7817826
6161,neutral,0.611359
6169,neutral,0.59822726
6171,neutral,0.6859872
6180,neutral,0.78681314
6204,neutral,0.7129807
6215,neutral,0.7507548
6227,neutral,0.7382217
6234,negative,0.7702618
6248,positive,0.9937801
6253,positive,0.8050326
6262,negative,0.8200054
6266,neutral,0.7578993
6275,neutral,0.7427008
6290,neutral,0.68134844
6293,neutral,0.71262497
6299,neutral,0.7329783
6317,neutral,0.71260923
6324,negative,0.49245727
6325,neutral,0.6796062
6331,neutral,0.64007
6334,neutral,0.49679458
6347,positive,0.45885152
6364,negative,0.7267
6385,neutral,0.70645773
6391,neutral,0.72524256
6394,neutral,0.7183093
6423,negative,0.5935632
6430,positive,0.6735052
6431,neutral,0.6626996
6433,neutral,0.64639
6446,neutral,0.70469636
6458,negative,0.77950203
6459,neutral,0.61762524
6476,neutral,0.77766526
6479,neutral,0.6196313
6485,positive,0.5721958
6505,neutral,0.70530945
6511,neutral,0.6346318
6535,positive,0.99497163
6549,neutral,0.7234746
6557,neutral,0.50530434
6564,neutral,0.5345296
6579,neutral,0.64550227
6583,neutral,0.78135234
6586,neutral,0.5516938
6596,neutral,0.66122365
6613,neutral,0.70866513
6616,negative,0.740101
6621,neutral,0.4472341
6626,neutral,0.75369275
6648,neutral,0.6719272
6654,neutral,0.71659446
6657,positive,0.99404055
6661,negative,0.48631832
6662,neutral,0.6167942
6672,positive,0.6363223
6710,negative,0.6533195
6716,neutral,0.5425726
6731,neutral,0.6497009
6772,neutral,0.70855075
6773,negative,0.43425527
6790,positive,0.59858084
6793,neutral,0.5520082
6823,positive,0.99629444
6850,positive,0.670847
6870,neutral,0.7739539
6877,neutral,0.7346916
6894,neutral,0.6822309
6897,negative,0.5473174
6909,neutral,0.7696443
6911,neutral,0.62367934
6918,neutral,0.5290998
6922,positive,0.99678975
6927,neutral,0.718095
6928,neutral,0.7231054
6948,neutral,0.76379013
6951,neutral,0.5793588
6957,neutral,0.7867427
6962,negative,0.5148451
6967,positive,0.99423766
6968,negative,0.5300295
6971,positive,0.5041419
6976,neutral,0.70019305
6982,neutral,0.66066784
6983,positive,0.66560817
6993,neutral,0.75734365
6996,positive,0.625432
7024,neutral,0.74448854
7039,neutral,0.48890132
7041,neutral,0.7160597
7042,neutral,0.47788048
7047,neutral,0.69501257
7055,neutral,0.751248
7061,negative,0.6661673
7073,negative,0.9050241
7083,neutral,0.67122185
7086,neutral,0.4883163
7089,neutral,0.5832383
7123,neutral,0.76346964
7128,neutral,0.66123486
7130,neutral,0.76662695
7172,neutral,0.68722546
7189,negative,0.75932926
7214,neutral,0.7937794
7220,positive,0.6816628
7232,positive,0.7135873
7233,neutral,0.4967264
7235,neutral,0.76957166
7236,neutral,0.70165145
7239,neutral,0.6825452
7241,negative,0.82800967
7275,negative,0.733301
7281,positive,0.7918363
7304,neutral,0.5873241
7307,neutral,0.64571714
7310,neutral,0.6380013
7312,neutral,0.4897267
7327,positive,0.9881373
7331,neutral,0.7700729
7333,positive,0.5595472
7338,neutral,0.7117048
7341,neutral,0.5418448
7347,neutral,0.52825475
7352,neutral,0.5577001
7369,neutral,0.66344774
7375,positive,0.61263317
7380,neutral,0.63254595
7393,neutral,0.78095764
7395,neutral,0.7535765
7398,neutral,0.51324284
7405,neutral,0.75082844
7411,neutral,0.65405047
7414,neutral,0.6853557
7415,neutral,0.6109931
7421,neutral,0.68095756
7426,neutral,0.68481886
7432,neutral,0.5150216
7454,neutral,0.59979236
7474,neutral,0.46792084
7475,neutral,0.6280949
7476,neutral,0.74961203
7494,neutral,0.5688629
7497,neutral,0.65144664
7501,positive,0.73715806
7502,neutral,0.5989556
7534,positive,0.6139128
7535,neutral,0.5654511
7540,neutral,0.80032593
7541,neutral,0.76780564
7555,neutral,0.6478106
7559,neutral,0.74130774
7573,neutral,0.7119018
7577,neutral,0.72225314
7583,neutral,0.73080534
7591,neutral,0.60994023
7592,positive,0.9850796
7596,neutral,0.6992804
7622,neutral,0.6968678
7630,neutral,0.6993971
7640,positive,0.8979008
7647,positive,0.5267393
7648,neutral,0.68468094
7653,negative,0.6910593
7656,neutral,0.56171477
7659,negative,0.663064
7661,neutral,0.6157177
7664,negative,0.5736006
7665,neutral,0.5505449
7687,positive,0.9425991
7698,neutral,0.67761713
7699,neutral,0.5996498
7706,neutral,0.67179066
7711,negative,0.49357492
7716,negative,0.68989736
7726,negative,0.6898081
7733,neutral,0.5291314
7753,neutral,0.56388426
7763,neutral,0.5348465
7767,positive,0.95895296
7769,neutral,0.66488236
7773,negative,0.5897575
7785,neutral,0.41838434
7800,negative,0.677542
7822,negative,0.68465954
7836,neutral,0.59612787
7852,negative,0.6134639
7858,neutral,0.62771446
7866,negative,0.48771703
7871,positive,0.9713987
7903,neutral,0.6594237
7926,neutral,0.70339483
7930,negative,0.47488698
7934,neutral,0.68145394
7935,neutral,0.653391
7941,neutral,0.6759567
7949,neutral,0.77524596
7951,positive,0.69906634
7962,negative,0.59714633
7966,neutral,0.7108398
7969,neutral,0.7801899
7983,positive,0.65645754
7998,neutral,0.7377495
8006,negative,0.84197366
8015,neutral,0.5758599
8029,neutral,0.59411234
8031,positive,0.5620847
8032,negative,0.4907982
8033,positive,0.77714175
8038,neutral,0.576953
8040,positive,0.6441145
8050,neutral,0.6507463
8052,neutral,0.5857767
8053,neutral,0.7134751
8058,positive,0.62048596
8062,negative,0.59484833
8064,negative,0.801214
8065,negative,0.518967
8073,neutral,0.7426567
8075,negative,0.7981874
8078,neutral,0.7621304
8079,negative,0.50150734
8080,positive,0.8086713
8091,neutral,0.7664578
8099,negative,0.51556426
8107,neutral,0.71627533
8115,neutral,0.5265431
8118,neutral,0.62482667
8121,neutral,0.76076084
8122,positive,0.6886892
8142,neutral,0.5259065
8155,neutral,0.5580376
8165,neutral,0.7058364
8168,neutral,0.7706661
8175,neutral,0.68255234
8180,negative,0.7402831
8182,positive,0.9763634
8183,neutral,0.5945881
8185,neutral,0.61427283
8188,neutral,0.6090946
8208,neutral,0.57341534
8213,neutral,0.6499097
8216,neutral,0.5311544
8221,neutral,0.6524461
8222,neutral,0.62602234
8227,negative,0.6767007
8230,neutral,0.61003673
8262,neutral,0.7813464
8266,negative,0.70985264
8272,neutral,0.5960745
8276,neutral,0.7478916
8287,neutral,0.740311
8291,negative,0.49125808
8299,neutral,0.77253723
8317,neutral,0.48825344
8323,negative,0.6114862
8324,neutral,0.4891254
8325,neutral,0.63722235
8332,neutral,0.72388124
8345,neutral,0.55495965
8358,negative,0.6245289
8366,neutral,0.71233636
8371,neutral,0.6516866
8374,negative,0.8271775
8378,neutral,0.5484105
8382,neutral,0.721238
8389,neutral,0.6837783
8393,positive,0.83909774
8397,neutral,0.7438359
8422,negative,0.49750206
8438,neutral,0.73410326
8448,positive,0.9246496
8464,neutral,0.63252246
8487,neutral,0.662885
8496,neutral,0.6656344
8506,neutral,0.71782994
8507,negative,0.49847627
8513,neutral,0.72194475
8514,neutral,0.69735134
8515,neutral,0.7425712
8516,negative,0.5151189
8517,neutral,0.6910986
8527,negative,0.5732599
8530,neutral,0.70662105
8539,neutral,0.7329456
8541,neutral,0.6806756
8543,neutral,0.7277263
8550,positive,0.80552787
8556,neutral,0.7153047
8564,neutral,0.7923713
8568,neutral,0.7709919
8572,neutral,0.7583119
8587,neutral,0.45152703
8590,neutral,0.5459714
8604,neutral,0.740961
8611,neutral,0.7273941
8612,neutral,0.6625306
8613,neutral,0.7377155
8628,negative,0.5922199
8634,neutral,0.7297948
8637,negative,0.51856244
8639,negative,0.77062297
8643,positive,0.6936858
8644,positive,0.57884645
8649,neutral,0.6204823
8653,neutral,0.61233747
8676,neutral,0.8096917
8702,neutral,0.78286946
8704,negative,0.63308334
8709,negative,0.5402681
8736,neutral,0.67592156
8749,neutral,0.7126203
8767,neutral,0.48226988
8782,neutral,0.5118709
8802,neutral,0.7842844
8803,positive,0.9819833
8809,neutral,0.7631266
8828,neutral,0.56912386
8832,neutral,0.7480717
8838,neutral,0.6315514
8851,neutral,0.4870975
8854,neutral,0.7726222
8867,neutral,0.59662837
8868,neutral,0.77592766
8869,neutral,0.7696647
8885,neutral,0.6905149
8907,neutral,0.78414094
8911,neutral,0.64419955
8914,positive,0.90560216
8921,positive,0.9979588
8924,neutral,0.7581534
8932,neutral,0.6467823
